Name	Description
ENSG00000167772.7	ANGPTL4
ENSG00000185236.7	RAB11B
ENSG00000099785.6	MARCH2
ENSG00000099783.7	HNRNPM
ENSG00000142347.12	MYO1F
ENSG00000198258.6	UBL5
ENSG00000127445.9	PIN1
ENSG00000105088.4	OLFM2
ENSG00000080573.6	COL5A3
ENSG00000130813.13	C19orf66
ENSG00000130810.15	PPAN
ENSG00000130811.6	EIF3G
ENSG00000105364.9	MRPL4
ENSG00000090339.4	ICAM1
ENSG00000161847.9	RAVER1
ENSG00000076662.5	ICAM3
ENSG00000105397.9	TYK2
ENSG00000105401.2	CDC37
ENSG00000079999.9	KEAP1
ENSG00000130734.5	ATG4D
ENSG00000129347.15	KRI1
ENSG00000129355.6	CDKN2D
ENSG00000129353.10	SLC44A2
ENSG00000267100.1	ILF3-AS1
ENSG00000129351.13	ILF3
ENSG00000213339.4	QTRT1
ENSG00000079805.12	DNM2
ENSG00000099203.2	TMED1
ENSG00000142453.7	CARM1
ENSG00000130733.6	YIPF2
ENSG00000127616.13	SMARCA4
ENSG00000130164.7	LDLR
ENSG00000197256.6	KANK2
ENSG00000130158.9	DOCK6
ENSG00000105518.9	TMEM205
ENSG00000105520.6	DKFZP761J1410
ENSG00000130175.5	PRKCSH
ENSG00000130159.9	ECSIT
ENSG00000130176.3	CNN1
ENSG00000104774.8	MAN2B1
ENSG00000105583.5	WDR83OS
ENSG00000095059.11	DHPS
ENSG00000105576.11	TNPO2
ENSG00000123144.6	C19orf43
ENSG00000198356.7	ASNA1
ENSG00000095066.7	HOOK2
ENSG00000171223.4	JUNB
ENSG00000167815.7	PRDX2
ENSG00000105612.4	DNASE2
ENSG00000179115.6	FARSA
ENSG00000179218.9	CALR
ENSG00000179262.5	RAD23A
ENSG00000179271.1	GADD45GIP1
ENSG00000008441.12	NFIX
ENSG00000104907.8	TRMT1
ENSG00000104915.10	STX10
ENSG00000160888.6	IER2
ENSG00000104957.9	CCDC130
ENSG00000104979.4	C19orf53
ENSG00000267519.2	MIR24-2
ENSG00000132024.13	CC2D1A
ENSG00000132017.6	DCAF15
ENSG00000141858.7	SAMD1
ENSG00000072062.9	PRKACA
ENSG00000123146.15	CD97
ENSG00000123136.10	DDX39A
ENSG00000123143.8	PKN1
ENSG00000123159.11	GIPC1
ENSG00000132002.3	DNAJB1
ENSG00000099797.7	TECR
ENSG00000099795.2	NDUFB7
ENSG00000105141.4	CASP14
ENSG00000105135.11	ILVBL
ENSG00000074181.4	NOTCH3
ENSG00000141867.13	BRD4
ENSG00000105127.4	AKAP8
ENSG00000011243.13	AKAP8L
ENSG00000167460.10	TPM4
ENSG00000105058.7	FAM32A
ENSG00000072958.4	AP1M1
ENSG00000127528.5	KLF2
ENSG00000127511.5	SIN3B
ENSG00000099331.9	MYO9B
ENSG00000160113.5	NR2F6
ENSG00000105393.11	BABAM1
ENSG00000130312.2	MRPL34
ENSG00000130300.4	PLVAP
ENSG00000130303.8	BST2
ENSG00000130313.2	PGLS
ENSG00000130309.6	COLGALT1
ENSG00000105640.8	RPL18A
ENSG00000007080.6	CCDC124
ENSG00000105643.5	ARRDC2
ENSG00000105647.10	PIK3R2
ENSG00000216490.3	IFI30
ENSG00000105649.5	RAB3A
ENSG00000130522.4	JUND
ENSG00000130520.6	LSM4
ENSG00000130511.11	SSBP4
ENSG00000105655.14	ISYNA1
ENSG00000105701.11	FKBP8
ENSG00000105700.6	KXD1
ENSG00000221983.3	UBA52
ENSG00000006016.6	CRLF1
ENSG00000006015.13	C19orf60
ENSG00000105696.4	TMEM59L
ENSG00000105664.6	COMP
ENSG00000005007.8	UPF1
ENSG00000105669.8	COPE
ENSG00000105671.7	DDX49
ENSG00000051128.14	HOMER3
ENSG00000064607.12	SUGP2
ENSG00000269131.1	AC004447.2
ENSG00000064490.9	RFXANK
ENSG00000129933.16	MAU2
ENSG00000186010.14	NDUFA13
ENSG00000250067.7	YJEFN3
ENSG00000105726.12	ATP13A1
ENSG00000169021.4	UQCRFS1
ENSG00000105176.13	URI1
ENSG00000105185.7	PDCD5
ENSG00000130881.9	LRP3
ENSG00000124299.9	PEPD
ENSG00000257103.4	LSM14A
ENSG00000105220.10	GPI
ENSG00000126261.8	UBA2
ENSG00000089335.16	ZNF302
ENSG00000089351.10	GRAMD1A
ENSG00000105711.6	SCN1B
ENSG00000089356.12	FXYD3
ENSG00000153902.9	LGI4
ENSG00000266964.1	FXYD1
ENSG00000089327.10	FXYD5
ENSG00000105699.12	LSR
ENSG00000105698.11	USF2
ENSG00000188508.6	KRTDAP
ENSG00000161249.16	DMKN
ENSG00000189001.6	SBSN
ENSG00000105677.7	TMEM147
ENSG00000105675.4	ATP4A
ENSG00000126254.7	RBM42
ENSG00000126267.4	COX6B1
ENSG00000161265.10	U2AF1L4
ENSG00000205155.3	PSENEN
ENSG00000004776.7	HSPB6
ENSG00000105290.7	APLP1
ENSG00000011600.7	TYROBP
ENSG00000105270.10	CLIP3
ENSG00000105258.4	POLR2I
ENSG00000105254.7	TBCB
ENSG00000126247.6	CAPNS1
ENSG00000161281.6	COX7A1
ENSG00000167635.7	ZNF146
ENSG00000167642.8	SPINT2
ENSG00000167641.6	PPP1R14A
ENSG00000167644.7	C19orf33
ENSG00000167645.12	YIF1B
ENSG00000099341.7	PSMD8
ENSG00000178982.5	EIF3K
ENSG00000130402.7	ACTN4
ENSG00000178934.4	LGALS7B
ENSG00000171747.4	LGALS4
ENSG00000104823.4	ECH1
ENSG00000104824.12	HNRNPL
ENSG00000068903.15	SIRT2
ENSG00000104825.12	NFKBIB
ENSG00000128626.7	MRPS12
ENSG00000188505.4	NCCRP1
ENSG00000179751.6	SYCN
ENSG00000130755.8	GMFG
ENSG00000179134.10	SAMD4B
ENSG00000006712.10	PAF1
ENSG00000063322.9	MED29
ENSG00000128016.4	ZFP36
ENSG00000105193.4	RPS16
ENSG00000196235.9	SUPT5H
ENSG00000105202.3	FBL
ENSG00000013275.3	PSMC4
ENSG00000105221.12	AKT2
ENSG00000105223.14	PLD3
ENSG00000105227.10	PRX
ENSG00000167565.8	SERTAD3
ENSG00000090013.5	BLVRB
ENSG00000160410.10	SHKBP1
ENSG00000090006.13	LTBP4
ENSG00000105245.5	NUMBL
ENSG00000086544.2	ITPKC
ENSG00000077312.4	SNRPA
ENSG00000167578.12	RAB4B
ENSG00000269858.1	EGLN2
ENSG00000167601.7	AXL
ENSG00000105323.12	HNRNPUL1
ENSG00000105329.5	TGFB1
ENSG00000248098.6	BCKDHA
ENSG00000105341.14	ATP5SL
ENSG00000105388.10	CEACAM5
ENSG00000086548.8	CEACAM6
ENSG00000105372.2	RPS19
ENSG00000076928.13	ARHGEF1
ENSG00000105404.6	RABAC1
ENSG00000105409.11	ATP1A3
ENSG00000160570.9	DEDD2
ENSG00000105723.7	GSK3A
ENSG00000105722.5	ERF
ENSG00000079432.3	CIC
ENSG00000105427.5	CNFN
ENSG00000079435.5	LIPE
ENSG00000204936.5	CD177
ENSG00000124466.8	LYPD3
ENSG00000105755.3	ETHE1
ENSG00000131116.7	ZNF428
ENSG00000105767.2	CADM4
ENSG00000069399.8	BCL3
ENSG00000187244.6	BCAM
ENSG00000130202.5	PVRL2
ENSG00000130204.8	TOMM40
ENSG00000130203.5	APOE
ENSG00000130208.5	APOC1
ENSG00000104853.11	CLPTM1
ENSG00000104859.10	CLASRP
ENSG00000007255.6	TRAPPC6A
ENSG00000104879.4	CKM
ENSG00000104881.10	PPP1R13L
ENSG00000012061.11	ERCC1
ENSG00000125740.9	FOSB
ENSG00000125753.9	VASP
ENSG00000125743.6	SNRPD2
ENSG00000104936.13	DMPK
ENSG00000125755.14	SYMPK
ENSG00000124440.11	HIF3A
ENSG00000011485.10	PPP5C
ENSG00000160014.12	CALM3
ENSG00000105287.8	PRKD2
ENSG00000090372.10	STRN4
ENSG00000105281.8	SLC1A5
ENSG00000042753.7	AP2S1
ENSG00000142230.7	SAE1
ENSG00000257704.2	PRR24
ENSG00000197405.3	C5AR1
ENSG00000105402.3	NAPA
ENSG00000024422.7	EHD2
ENSG00000105373.14	GLTSCR2
ENSG00000178980.10	SEPW1
ENSG00000142227.6	EMP3
ENSG00000105438.4	KDELR1
ENSG00000105443.9	CYTH2
ENSG00000088002.7	SULT2B1
ENSG00000063177.8	RPL18
ENSG00000063180.4	CA11
ENSG00000105552.10	BCAT2
ENSG00000105559.7	PLEKHA4
ENSG00000087074.7	PPP1R15A
ENSG00000104805.11	NUCB1
ENSG00000087088.15	BAX
ENSG00000087086.9	FTL
ENSG00000104812.10	GYS1
ENSG00000183207.8	RUVBL2
ENSG00000104826.7	LHB
ENSG00000104852.10	SNRNP70
ENSG00000130528.7	HRC
ENSG00000130529.11	TRPM4
ENSG00000104894.7	CD37
ENSG00000074219.9	TEAD2
ENSG00000104888.5	SLC17A7
ENSG00000104872.6	PIH1D1
ENSG00000142541.12	RPL13A
ENSG00000142534.2	RPS11
ENSG00000104870.8	FCGRT
ENSG00000142552.3	RCN3
ENSG00000142546.9	NOSIP
ENSG00000126458.3	RRAS
ENSG00000126461.10	SCAF1
ENSG00000126456.11	IRF3
ENSG00000126457.16	PRMT1
ENSG00000196961.8	AP2A1
ENSG00000104973.10	MED25
ENSG00000104960.11	PTOV1
ENSG00000269352.1	AC018766.5
ENSG00000039650.5	PNKP
ENSG00000104946.6	TBC1D17
ENSG00000169136.4	ATF5
ENSG00000105357.11	MYH14
ENSG00000131408.9	NR1H2
ENSG00000131400.3	NAPSA
ENSG00000086967.9	MYBPC2
ENSG00000161671.12	EMC10
ENSG00000161677.7	JOSD2
ENSG00000167748.6	KLK1
ENSG00000142515.10	KLK3
ENSG00000167751.8	KLK2
ENSG00000167757.9	KLK11
ENSG00000167759.8	KLK13
ENSG00000105379.5	ETFB
ENSG00000105374.5	NKG7
ENSG00000171051.4	FPR1
ENSG00000105568.13	PPP2R1A
ENSG00000167766.14	ZNF83
ENSG00000179820.11	MYADM
ENSG00000170906.11	NDUFA3
ENSG00000105619.9	TFPT
ENSG00000105618.9	PRPF31
ENSG00000125505.12	MBOAT7
ENSG00000170892.6	TSEN34
ENSG00000170889.9	RPS9
ENSG00000187116.9	LILRA5
ENSG00000167615.12	LENG8
ENSG00000131037.10	EPS8L1
ENSG00000125503.8	PPP1R12C
ENSG00000105048.12	TNNT1
ENSG00000129991.8	TNNI3
ENSG00000105063.14	PPP6R1
ENSG00000133265.6	HSPBP1
ENSG00000108107.8	RPL28
ENSG00000108106.9	UBE2S
ENSG00000063241.3	ISOC2
ENSG00000171443.6	ZNF524
ENSG00000213015.4	ZNF580
ENSG00000171425.5	ZNF581
ENSG00000063244.8	U2AF2
ENSG00000267523.1	CTD-2537I9.12
ENSG00000063245.10	EPN1
ENSG00000142396.6	ERVK3-1
ENSG00000083845.4	RPS5
ENSG00000130726.7	TRIM28
ENSG00000130724.4	CHMP2A
ENSG00000130725.3	UBE2M
ENSG00000099326.4	MZF1
ENSG00000125841.8	NRSN2
ENSG00000125826.15	RBCK1
ENSG00000125875.9	TBC1D20
ENSG00000101266.12	CSNK2A1
ENSG00000271303.1	SRXN1
ENSG00000125818.13	PSMF1
ENSG00000088832.10	FKBP1A
ENSG00000088833.13	NSFL1C
ENSG00000198053.7	SIRPA
ENSG00000125780.11	TGM3
ENSG00000125835.13	SNRPB
ENSG00000101361.10	NOP56
ENSG00000101365.16	IDH3B
ENSG00000132635.12	PCED1A
ENSG00000215305.5	VPS16
ENSG00000132670.16	PTPRA
ENSG00000125901.5	MRPS26
ENSG00000101405.3	OXT
ENSG00000101200.5	AVP
ENSG00000088899.10	LZTS3
ENSG00000198171.8	DDRGK1
ENSG00000125877.8	ITPA
ENSG00000149451.13	ADAM33
ENSG00000101220.13	C20orf27
ENSG00000125817.7	CENPB
ENSG00000101224.13	CDC25B
ENSG00000171867.12	PRNP
ENSG00000101265.11	RASSF2
ENSG00000089063.10	TMEM230
ENSG00000132646.6	PCNA
ENSG00000089199.5	CHGB
ENSG00000125827.4	TMX4
ENSG00000132639.8	SNAP25
ENSG00000101384.7	JAG1
ENSG00000125870.6	SNRPB2
ENSG00000125868.11	DSTN
ENSG00000125844.11	RRBP1
ENSG00000089006.12	SNX5
ENSG00000232388.2	LINC00493
ENSG00000173418.7	NAA20
ENSG00000088930.6	XRN2
ENSG00000227063.4	RPL41P1
ENSG00000178726.6	THBD
ENSG00000125810.9	CD93
ENSG00000125814.13	NAPB
ENSG00000101439.4	CST3
ENSG00000077984.4	CST7
ENSG00000101474.7	APMAP
ENSG00000197586.8	ENTPD6
ENSG00000100994.7	PYGB
ENSG00000100997.14	ABHD12
ENSG00000101294.12	HM13
ENSG00000125968.7	ID1
ENSG00000171552.8	BCL2L1
ENSG00000088356.4	PDRG1
ENSG00000101336.8	HCK
ENSG00000101337.11	TM9SF4
ENSG00000171456.12	ASXL1
ENSG00000149600.7	COMMD7
ENSG00000101367.8	MAPRE1
ENSG00000078898.6	BPIFB2
ENSG00000101400.5	SNTA1
ENSG00000101421.3	CHMP4B
ENSG00000125970.7	RALY
ENSG00000125977.6	EIF2S2
ENSG00000101444.8	AHCY
ENSG00000125971.12	DYNLRB1
ENSG00000101460.8	MAP1LC3A
ENSG00000078804.8	TP53INP2
ENSG00000131067.12	GGT7
ENSG00000131069.15	ACSS2
ENSG00000100983.5	GSS
ENSG00000100991.7	TRPC4AP
ENSG00000101000.4	PROCR
ENSG00000126005.11	MMP24-AS1
ENSG00000242372.2	EIF6
ENSG00000125991.14	ERGIC3
ENSG00000214078.7	CPNE1
ENSG00000125995.11	ROMO1
ENSG00000131051.16	RBM39
ENSG00000171222.6	SCAND1
ENSG00000260032.1	LINC00657
ENSG00000088367.16	EPB41L1
ENSG00000131043.7	AAR2
ENSG00000080845.13	DLGAP4
ENSG00000101335.5	MYL9
ENSG00000259716.1	RP5-977B1.11
ENSG00000101084.12	C20orf24
ENSG00000101079.16	NDRG3
ENSG00000101347.7	SAMHD1
ENSG00000118705.12	RPN2
ENSG00000101363.8	MANBAL
ENSG00000166619.8	BLCAP
ENSG00000053438.7	NNAT
ENSG00000198959.7	TGM2
ENSG00000101447.9	FAM83D
ENSG00000204103.2	MAFB
ENSG00000198900.5	TOP1
ENSG00000124181.10	PLCG1
ENSG00000124193.10	SRSF6
ENSG00000132823.6	OSER1
ENSG00000132824.9	SERINC3
ENSG00000168734.9	PKIG
ENSG00000064205.6	WISP2
ENSG00000166913.8	YWHAB
ENSG00000025772.7	TOMM34
ENSG00000175121.7	WFDC5
ENSG00000124102.4	PI3
ENSG00000124107.5	SLPI
ENSG00000124145.5	SDC4
ENSG00000244274.3	DBNDD2
ENSG00000124155.12	PIGT
ENSG00000101443.13	WFDC2
ENSG00000101457.8	DNTTIP1
ENSG00000101470.5	TNNC2
ENSG00000124104.14	SNX21
ENSG00000064601.12	CTSA
ENSG00000100979.10	PLTP
ENSG00000100982.7	PCIF1
ENSG00000100985.7	MMP9
ENSG00000124160.7	NCOA5
ENSG00000080189.10	SLC35C2
ENSG00000196562.10	SULF2
ENSG00000124126.9	PREX1
ENSG00000124207.12	CSE1L
ENSG00000124214.15	STAU1
ENSG00000177410.8	ZFAS1
ENSG00000124212.5	PTGIS
ENSG00000158470.5	B4GALT5
ENSG00000124226.7	RNF114
ENSG00000244687.7	UBE2V1
ENSG00000240849.6	TMEM189
ENSG00000172216.4	CEBPB
ENSG00000196396.5	PTPN1
ENSG00000101126.11	ADNP
ENSG00000000419.8	DPM1
ENSG00000054793.9	ATP9A
ENSG00000064787.8	BCAS1
ENSG00000124098.9	FAM210B
ENSG00000022277.8	RTFDC1
ENSG00000132819.12	RBM38
ENSG00000124253.9	PCK1
ENSG00000124225.11	PMEPA1
ENSG00000124222.17	STX16
ENSG00000215440.7	NPEPL1
ENSG00000087460.19	GNAS
ENSG00000101158.8	NELFCD
ENSG00000101160.9	CTSZ
ENSG00000124172.5	ATP5E
ENSG00000101166.11	SLMO2
ENSG00000149657.15	LSM14B
ENSG00000101182.10	PSMA7
ENSG00000130703.11	OSBPL2
ENSG00000130706.8	ADRM1
ENSG00000130702.9	LAMA5
ENSG00000171858.13	RPS21
ENSG00000060491.12	OGFR
ENSG00000101193.6	GID8
ENSG00000149658.13	YTHDF1
ENSG00000101199.8	ARFGAP1
ENSG00000101210.6	EEF1A2
ENSG00000125534.5	PPDPF
ENSG00000232442.1	CTD-3184A7.4
ENSG00000197457.5	STMN3
ENSG00000243509.4	TNFRSF6B
ENSG00000197114.7	ZGPAT
ENSG00000125520.9	SLC2A4RG
ENSG00000101150.13	TPD52L2
ENSG00000101152.6	DNAJC5
ENSG00000198276.9	UCKL1
ENSG00000101161.6	PRPF6
ENSG00000203883.5	SOX18
ENSG00000154640.10	BTG3
ENSG00000154719.9	MRPL39
ENSG00000154723.8	ATP5J
ENSG00000142192.16	APP
ENSG00000154734.10	ADAMTS1
ENSG00000156256.10	USP16
ENSG00000156261.8	CCT8
ENSG00000142168.10	SOD1
ENSG00000159079.14	C21orf59
ENSG00000243646.4	IL10RB
ENSG00000159128.10	IFNGR2
ENSG00000142188.12	TMEM50B
ENSG00000159140.13	SON
ENSG00000241837.2	ATP5O
ENSG00000243927.1	MRPS6
ENSG00000159228.8	CBR1
ENSG00000182670.9	TTC3
ENSG00000157557.7	ETS2
ENSG00000205581.6	HMGN1
ENSG00000185437.9	SH3BGR
ENSG00000183036.6	PCP4
ENSG00000157601.9	MX1
ENSG00000160180.14	TFF3
ENSG00000160181.4	TFF2
ENSG00000160182.2	TFF1
ENSG00000160201.7	U2AF1
ENSG00000142178.7	SIK1
ENSG00000160209.14	PDXK
ENSG00000160213.5	CSTB
ENSG00000160221.12	C21orf33
ENSG00000141959.12	PFKL
ENSG00000184787.14	UBE2G2
ENSG00000184900.11	SUMO3
ENSG00000183255.7	PTTG1IP
ENSG00000160255.12	ITGB2
ENSG00000182871.10	COL18A1
ENSG00000142156.10	COL6A1
ENSG00000142173.10	COL6A2
ENSG00000160285.10	LSS
ENSG00000160294.6	MCM3AP
ENSG00000160307.5	S100B
ENSG00000160310.12	PRMT2
ENSG00000131100.8	ATP6V1E1
ENSG00000100033.12	PRODH
ENSG00000070413.14	DGCR2
ENSG00000100075.5	SLC25A1
ENSG00000100084.10	HIRA
ENSG00000185608.4	MRPL40
ENSG00000070010.14	UFD1L
ENSG00000184113.8	CLDN5
ENSG00000184702.13	SEPT5
ENSG00000093010.7	COMT
ENSG00000099899.10	TRMT2A
ENSG00000099901.12	RANBP1
ENSG00000099904.11	ZDHHC8
ENSG00000128185.5	DGCR6L
ENSG00000099917.13	MED15
ENSG00000241973.6	PI4KA
ENSG00000099942.8	CRKL
ENSG00000099949.14	LZTR1
ENSG00000184436.7	THAP7
ENSG00000185651.10	UBE2L3
ENSG00000128228.4	SDF2L1
ENSG00000100030.10	MAPK1
ENSG00000211644.2	IGLV1-51
ENSG00000211648.2	IGLV1-47
ENSG00000211651.2	IGLV1-44
ENSG00000211653.2	IGLV1-40
ENSG00000211659.2	IGLV3-25
ENSG00000211660.3	IGLV2-23
ENSG00000211662.2	IGLV3-21
ENSG00000211663.2	IGLV3-19
ENSG00000211666.2	IGLV2-14
ENSG00000211668.2	IGLV2-11
ENSG00000211671.2	IGLV2-8
ENSG00000211673.2	IGLV3-1
ENSG00000211677.2	IGLC2
ENSG00000211679.2	IGLC3
ENSG00000234353.2	AP000347.4
ENSG00000250479.4	CHCHD10
ENSG00000099956.13	SMARCB1
ENSG00000099977.9	DDT
ENSG00000184674.8	GSTT1
ENSG00000099991.12	CABIN1
ENSG00000099994.10	SUSD2
ENSG00000099998.13	GGT5
ENSG00000138867.12	GUCD1
ENSG00000100028.7	SNRPD3
ENSG00000100219.12	XBP1
ENSG00000182944.13	EWSR1
ENSG00000100280.12	AP1B1
ENSG00000100319.11	ZMAT5
ENSG00000184076.10	UQCR10
ENSG00000100325.10	ASCC2
ENSG00000100330.11	MTMR3
ENSG00000099992.11	TBC1D10A
ENSG00000099995.14	SF3A1
ENSG00000100029.13	PES1
ENSG00000185339.4	TCN2
ENSG00000253352.4	TUG1
ENSG00000183963.14	SMTN
ENSG00000198832.6	SELM
ENSG00000138942.11	RNF185
ENSG00000182541.13	LIMK2
ENSG00000100100.8	PIK3IP1
ENSG00000185721.7	DRG1
ENSG00000241878.5	PISD
ENSG00000128245.10	YWHAH
ENSG00000100220.7	RTCB
ENSG00000100225.13	FBXO7
ENSG00000100234.11	TIMP3
ENSG00000100284.16	TOM1
ENSG00000100292.12	HMOX1
ENSG00000198125.8	MB
ENSG00000100320.18	RBFOX2
ENSG00000128335.9	APOL2
ENSG00000100342.16	APOL1
ENSG00000100345.16	MYH9
ENSG00000100348.5	TXN2
ENSG00000100353.13	EIF3D
ENSG00000100365.10	NCF4
ENSG00000128311.9	TST
ENSG00000128309.12	MPST
ENSG00000128340.10	RAC2
ENSG00000128283.6	CDC42EP1
ENSG00000100083.14	GGA1
ENSG00000100097.7	LGALS1
ENSG00000189060.4	H1F0
ENSG00000100129.13	EIF3L
ENSG00000100151.11	PICK1
ENSG00000185022.7	MAFF
ENSG00000198792.8	TMEM184B
ENSG00000213923.6	CSNK1E
ENSG00000100201.14	DDX17
ENSG00000100211.6	CBY1
ENSG00000100216.4	TOMM22
ENSG00000100221.6	JOSD1
ENSG00000100226.11	GTPBP1
ENSG00000100242.11	SUN2
ENSG00000183741.7	CBX6
ENSG00000100307.8	CBX7
ENSG00000100316.11	RPL3
ENSG00000100321.10	SYNGR1
ENSG00000128272.10	ATF4
ENSG00000187051.4	RPS19BP1
ENSG00000239900.7	ADSL
ENSG00000100359.16	SGSM3
ENSG00000196588.10	MKL1
ENSG00000100380.8	ST13
ENSG00000100387.8	RBX1
ENSG00000100393.9	EP300
ENSG00000100401.15	RANGAP1
ENSG00000100403.10	ZC3H7B
ENSG00000167074.10	TEF
ENSG00000183864.4	TOB2
ENSG00000100410.3	PHF5A
ENSG00000100412.11	ACO2
ENSG00000172346.10	CSDC2
ENSG00000100417.7	PMM1
ENSG00000196419.8	XRCC6
ENSG00000100138.9	NHP2L1
ENSG00000198911.7	SREBF2
ENSG00000183172.8	SMDT1
ENSG00000184983.5	NDUFA6
ENSG00000100227.13	POLDIP3
ENSG00000100243.16	CYB5R3
ENSG00000128274.11	A4GALT
ENSG00000242247.6	ARFGAP3
ENSG00000100266.13	PACSIN2
ENSG00000100300.13	TSPO
ENSG00000100304.12	TTLL12
ENSG00000100347.10	SAMM50
ENSG00000077942.13	FBLN1
ENSG00000130638.11	ATXN10
ENSG00000075234.12	TTC38
ENSG00000100422.9	CERK
ENSG00000184164.10	CRELD2
ENSG00000198355.4	PIM3
ENSG00000170638.5	TRABD
ENSG00000073169.9	SELO
ENSG00000128159.7	TUBGCP6
ENSG00000196576.10	PLXNB2
ENSG00000100239.11	PPP6R2
ENSG00000100241.16	SBF1
ENSG00000100258.13	LMF2
ENSG00000025770.14	NCAPH2
ENSG00000130489.8	SCO2
ENSG00000025708.8	TYMP
ENSG00000177989.9	ODF3B
ENSG00000205560.8	CPT1B
ENSG00000100288.15	CHKB
ENSG00000100299.13	ARSA
ENSG00000251322.3	SHANK3
ENSG00000178605.8	GTPBP6
ENSG00000169100.8	SLC25A6
ENSG00000197976.6	AKAP17A
ENSG00000214717.5	ZBED1
ENSG00000002586.13	CD99
ENSG00000101911.8	PRPS2
ENSG00000205542.6	TMSB4X
ENSG00000046653.10	GPM6B
ENSG00000102054.13	RBBP7
ENSG00000131831.13	RAI2
ENSG00000131828.9	PDHA1
ENSG00000173674.6	EIF1AX
ENSG00000091482.5	SMPX
ENSG00000102172.11	SMS
ENSG00000123131.8	PRDX4
ENSG00000130066.12	SAT1
ENSG00000130741.6	EIF2S3
ENSG00000147027.3	TMEM47
ENSG00000165169.6	DYNLT3
ENSG00000101955.10	SRPX
ENSG00000156298.8	TSPAN7
ENSG00000165175.11	MID1IP1
ENSG00000182220.9	ATP6AP2
ENSG00000215301.5	DDX3X
ENSG00000189221.5	MAOA
ENSG00000069535.12	MAOB
ENSG00000147123.10	NDUFB11
ENSG00000182872.11	RBM10
ENSG00000130985.12	UBA1
ENSG00000102225.11	CDK16
ENSG00000102226.5	USP11
ENSG00000078061.8	ARAF
ENSG00000008056.8	SYN1
ENSG00000102265.7	TIMP1
ENSG00000126756.7	UXT
ENSG00000102317.13	RBM3
ENSG00000101940.13	WDR13
ENSG00000094631.14	HDAC6
ENSG00000102109.7	PCSK1N
ENSG00000126768.8	TIMM17B
ENSG00000102103.11	PQBP1
ENSG00000068308.9	OTUD5
ENSG00000068400.9	GRIPAP1
ENSG00000068323.12	TFE3
ENSG00000243279.2	PRAF2
ENSG00000196998.11	WDR45
ENSG00000068394.9	GPKOW
ENSG00000102007.6	PLP2
ENSG00000102003.6	SYP
ENSG00000179222.13	MAGED1
ENSG00000184205.10	TSPYL2
ENSG00000126012.7	KDM5C
ENSG00000072506.8	HSD17B10
ENSG00000086758.11	HUWE1
ENSG00000158526.7	TSR2
ENSG00000102316.12	MAGED2
ENSG00000158578.14	ALAS2
ENSG00000187601.3	MAGEH1
ENSG00000188021.7	UBQLN2
ENSG00000204272.6	RP11-622K12.1
ENSG00000147065.12	MSN
ENSG00000155659.10	VSIG4
ENSG00000090776.5	EFNB1
ENSG00000089289.11	IGBP1
ENSG00000120509.6	PDZD11
ENSG00000147164.7	SNX12
ENSG00000184481.12	FOXO4
ENSG00000147168.8	IL2RG
ENSG00000147140.11	NONO
ENSG00000147162.9	OGT
ENSG00000198034.6	RPS4X
ENSG00000102390.6	PBDC1
ENSG00000102158.15	MAGT1
ENSG00000131174.4	COX7B
ENSG00000102144.9	PGK1
ENSG00000078596.6	ITM2A
ENSG00000131171.8	SH3BGRL
ENSG00000241343.5	RPL36A
ENSG00000126945.8	HNRNPH2
ENSG00000126947.7	ARMCX1
ENSG00000102401.15	ARMCX3
ENSG00000184867.9	ARMCX2
ENSG00000184905.4	TCEAL2
ENSG00000198932.8	GPRASP1
ENSG00000133169.5	BEX1
ENSG00000102409.9	BEX4
ENSG00000180964.12	TCEAL8
ENSG00000133134.7	BEX2
ENSG00000185222.7	WBP5
ENSG00000166681.9	NGFRAP1
ENSG00000133142.13	TCEAL4
ENSG00000196507.6	TCEAL3
ENSG00000172465.9	TCEAL1
ENSG00000123562.12	MORF4L2
ENSG00000123560.9	PLP1
ENSG00000147224.6	PRPS1
ENSG00000157514.12	TSC22D3
ENSG00000101843.14	PSMD10
ENSG00000101938.10	CHRDL1
ENSG00000102024.13	PLS3
ENSG00000131724.6	IL13RA1
ENSG00000101856.8	PGRMC1
ENSG00000005022.5	SLC25A5
ENSG00000077721.11	UBE2A
ENSG00000198918.7	RPL39
ENSG00000125356.6	NDUFA1
ENSG00000005893.11	LAMP2
ENSG00000102038.11	SMARCA1
ENSG00000147257.9	GPC3
ENSG00000165704.10	HPRT1
ENSG00000134590.9	FAM127A
ENSG00000203950.6	FAM127B
ENSG00000022267.12	FHL1
ENSG00000102241.7	HTATSF1
ENSG00000147274.10	RBMX
ENSG00000184258.5	CDR1
ENSG00000182195.6	LDOC1
ENSG00000010404.13	IDS
ENSG00000102181.15	CD99L2
ENSG00000102287.12	GABRE
ENSG00000147400.8	CETN2
ENSG00000147394.14	ZNF185
ENSG00000182492.11	BGN
ENSG00000130821.11	SLC6A8
ENSG00000185825.11	BCAP31
ENSG00000067829.14	IDH3G
ENSG00000180879.9	SSR4
ENSG00000067840.8	PDZD4
ENSG00000089820.11	ARHGAP4
ENSG00000102030.11	NAA10
ENSG00000184216.7	IRAK1
ENSG00000196924.10	FLNA
ENSG00000102119.6	EMD
ENSG00000147403.12	RPL10
ENSG00000207165.1	SNORA70
ENSG00000102125.11	TAZ
ENSG00000071553.12	ATP6AP1
